"Insert Index";"Insert Time (ms)";"Insert Operation Count";"Search Index";"Contains Time (ms)";"Contains Operation Count";"Delete Time (ms)";"Delete Operations Count"
"1";"832700";"3"
"2";"6800";"13"
"3";"7300";"21"
"4";"2200";"17"
"5";"3000";"34"
"6";"2400";"23"
"7";"3300";"50"
"8";"2400";"21"
"9";"1900";"14"
"10";"2300";"14"
"11";"3700";"31"
"12";"2600";"31"
"13";"3100";"45"
"14";"1900";"16"
"15";"1800";"16"
"16";"2200";"25"
"17";"2600";"27"
"18";"2700";"29"
"19";"7500";"20"
"20";"2400";"22"
"21";"3500";"43"
"22";"2400";"27"
"23";"2400";"25"
"24";"3700";"42"
"25";"2500";"24"
"26";"2500";"31"
"27";"2300";"24"
"28";"4000";"27"
"29";"2200";"20"
"30";"3200";"49"
"31";"1700";"33"
"32";"1800";"33"
"33";"2400";"41"
"34";"1900";"22"
"35";"2800";"40"
"36";"2900";"30"
"37";"2100";"30"
"38";"3300";"24"
"39";"3400";"48"
"40";"2000";"24"
"41";"2400";"31"
"42";"2800";"48"
"43";"2400";"37"
"44";"3300";"58"
"45";"3600";"80"
"46";"4300";"83"
"47";"2100";"29"
"48";"2700";"40"
"49";"4300";"64"
"50";"2200";"28"
"51";"2100";"30"
"52";"3000";"52"
"53";"2400";"37"
"54";"3300";"59"
"55";"3800";"89"
"56";"2300";"35"
"57";"2800";"43"
"58";"2600";"43"
"59";"3600";"59"
"60";"2200";"22"
"61";"2700";"39"
"62";"2600";"29"
"63";"3700";"69"
"64";"2300";"35"
"65";"3800";"31"
"66";"2400";"22"
"67";"6000";"35"
"68";"3000";"45"
"69";"2300";"37"
"70";"2500";"36"
"71";"2000";"28"
"72";"2100";"34"
"73";"3700";"74"
"74";"3100";"37"
"75";"2100";"24"
"76";"3700";"65"
"77";"2400";"30"
"78";"3100";"41"
"79";"2500";"39"
"80";"4100";"51"
"81";"2800";"41"
"82";"2400";"39"
"83";"2700";"37"
"84";"3800";"62"
"85";"2200";"33"
"86";"2500";"36"
"87";"2200";"37"
"88";"2600";"44"
"89";"2700";"41"
"90";"2100";"30"
"91";"3200";"50"
"92";"3200";"28"
"93";"3400";"58"
"94";"2400";"37"
"95";"2400";"34"
"96";"3100";"52"
"97";"4100";"77"
"98";"2300";"37"
"99";"2300";"40"
"100";"4200";"80"
"101";"2200";"30"
"102";"2500";"36"
"103";"4400";"51"
"104";"3100";"51"
"105";"3200";"49"
"106";"2200";"30"
"107";"16300";"47"
"108";"1000";"36"
"109";"11500";"102"
"110";"1400";"45"
"111";"1600";"54"
"112";"1200";"41"
"113";"1400";"39"
"114";"900";"40"
"115";"900";"40"
"116";"2600";"101"
"117";"1300";"45"
"118";"2100";"67"
"119";"1500";"50"
"120";"900";"34"
"121";"1300";"42"
"122";"1000";"26"
"123";"600";"26"
"124";"1800";"62"
"125";"1900";"78"
"126";"1100";"39"
"127";"1800";"54"
"128";"4900";"42"
"129";"1400";"35"
"130";"1000";"32"
"131";"700";"30"
"132";"1300";"47"
"133";"2000";"50"
"134";"900";"28"
"135";"1400";"49"
"136";"900";"32"
"137";"1500";"54"
"138";"800";"36"
"139";"1900";"48"
"140";"1500";"53"
"141";"1700";"48"
"142";"1000";"46"
"143";"1600";"39"
"144";"1800";"53"
"145";"2400";"111"
"146";"1500";"39"
"147";"1100";"34"
"148";"1200";"39"
"149";"1100";"34"
"150";"1700";"56"
"151";"1000";"30"
"152";"1200";"45"
"153";"1500";"56"
"154";"900";"38"
"155";"1400";"43"
"156";"1100";"43"
"157";"1200";"39"
"158";"1100";"45"
"159";"800";"38"
"160";"700";"32"
"161";"1800";"51"
"162";"1900";"69"
"163";"1500";"70"
"164";"1400";"51"
"165";"1200";"45"
"166";"1000";"38"
"167";"2000";"74"
"168";"1200";"46"
"169";"1000";"38"
"170";"800";"34"
"171";"1700";"62"
"172";"800";"34"
"173";"800";"30"
"174";"1300";"41"
"175";"1400";"38"
"176";"1600";"62"
"177";"800";"34"
"178";"2100";"81"
"179";"1200";"39"
"180";"1700";"60"
"181";"1500";"48"
"182";"800";"41"
"183";"1300";"44"
"184";"1000";"38"
"185";"1700";"59"
"186";"1300";"55"
"187";"900";"43"
"188";"1700";"73"
"189";"900";"34"
"190";"1300";"56"
"191";"1700";"56"
"192";"1200";"43"
"193";"1300";"39"
"194";"1000";"37"
"195";"900";"51"
"196";"2000";"88"
"197";"1100";"54"
"198";"1300";"46"
"199";"3000";"48"
"200";"1300";"59"
"201";"1800";"65"
"202";"1200";"45"
"203";"1000";"43"
"204";"1400";"49"
"205";"800";"38"
"206";"1700";"58"
"207";"1400";"49"
"208";"1500";"67"
"209";"1800";"92"
"210";"800";"34"
"211";"1200";"49"
"212";"700";"38"
"213";"1300";"54"
"214";"1200";"39"
"215";"1600";"72"
"216";"1000";"38"
"217";"1200";"43"
"218";"1200";"43"
"219";"900";"40"
"220";"2500";"106"
"221";"1300";"54"
"222";"1100";"55"
"223";"1500";"58"
"224";"2600";"90"
"225";"600";"36"
"226";"900";"45"
"227";"1000";"45"
"228";"700";"40"
"229";"1000";"47"
"230";"1300";"54"
"231";"900";"38"
"232";"1300";"56"
"233";"1800";"72"
"234";"900";"47"
"235";"900";"44"
"236";"2400";"90"
"237";"1000";"51"
"238";"900";"44"
"239";"1000";"38"
"240";"1500";"72"
"241";"900";"40"
"242";"700";"36"
"243";"1000";"45"
"244";"900";"42"
"245";"900";"45"
"246";"2400";"38"
"247";"1700";"46"
"248";"800";"44"
"249";"1500";"69"
"250";"700";"44"
"251";"1400";"50"
"252";"1300";"65"
"253";"2400";"47"
"254";"1600";"94"
"255";"1900";"91"
"256";"2000";"71"
"257";"1000";"53"
"258";"900";"53"
"259";"1500";"83"
"260";"900";"47"
"261";"900";"40"
"262";"800";"50"
"263";"1800";"105"
"264";"900";"46"
"265";"900";"45"
"266";"1100";"43"
"267";"900";"51"
"268";"1000";"51"
"269";"1500";"63"
"270";"3600";"44"
"271";"1200";"48"
"272";"600";"38"
"273";"900";"43"
"274";"1400";"63"
"275";"800";"36"
"276";"700";"30"
"277";"1100";"53"
"278";"1500";"65"
"279";"1200";"61"
"280";"1100";"40"
"281";"700";"44"
"282";"2700";"57"
"283";"1300";"57"
"284";"1500";"63"
"285";"1300";"64"
"286";"600";"46"
"287";"1000";"42"
"288";"900";"53"
"289";"1300";"62"
"290";"700";"40"
"291";"2300";"116"
"292";"900";"50"
"293";"700";"43"
"294";"1000";"57"
"295";"1500";"73"
"296";"1300";"72"
"297";"1300";"49"
"298";"1400";"73"
"299";"1400";"54"
"300";"1000";"45"
"301";"1100";"41"
"302";"1000";"55"
"303";"800";"44"
"304";"800";"36"
"305";"700";"30"
"306";"900";"44"
"307";"2300";"51"
"308";"1300";"46"
"309";"1100";"42"
"310";"1300";"53"
"311";"800";"50"
"312";"900";"44"
"313";"1500";"56"
"314";"1300";"43"
"315";"1700";"78"
"316";"1100";"53"
"317";"1200";"54"
"318";"1200";"49"
"319";"1400";"65"
"320";"800";"39"
"321";"900";"43"
"322";"600";"38"
"323";"2200";"115"
"324";"800";"39"
"325";"1700";"68"
"326";"900";"46"
"327";"1100";"45"
"328";"1400";"66"
"329";"1000";"43"
"330";"1100";"51"
"331";"1500";"61"
"332";"1200";"44"
"333";"1400";"70"
"334";"1200";"53"
"335";"1700";"69"
"336";"1700";"90"
"337";"1600";"82"
"338";"1100";"60"
"339";"1200";"81"
"340";"1000";"54"
"341";"1000";"59"
"342";"900";"51"
"343";"1000";"61"
"344";"800";"40"
"345";"1000";"57"
"346";"1000";"49"
"347";"800";"46"
"348";"1000";"41"
"349";"1200";"60"
"350";"900";"42"
"351";"1100";"51"
"352";"800";"37"
"353";"800";"44"
"354";"900";"48"
"355";"800";"36"
"356";"2500";"63"
"357";"700";"42"
"358";"1000";"47"
"359";"800";"38"
"360";"1500";"68"
"361";"700";"48"
"362";"1900";"102"
"363";"1200";"66"
"364";"1400";"60"
"365";"900";"36"
"366";"700";"42"
"367";"800";"36"
"368";"1100";"47"
"369";"1500";"61"
"370";"1100";"42"
"371";"1500";"67"
"372";"900";"45"
"373";"1500";"71"
"374";"900";"47"
"375";"1000";"48"
"376";"1300";"60"
"377";"1100";"51"
"378";"1900";"97"
"379";"900";"34"
"380";"1000";"45"
"381";"1100";"49"
"382";"1400";"57"
"383";"1700";"56"
"384";"1400";"43"
"385";"2000";"62"
"386";"1000";"43"
"387";"1900";"98"
"388";"1000";"55"
"389";"900";"45"
"390";"1200";"58"
"391";"1100";"63"
"392";"1300";"52"
"393";"1000";"49"
"394";"1300";"62"
"395";"1900";"139"
"396";"1200";"67"
"397";"600";"38"
"398";"900";"47"
"399";"1000";"53"
"400";"1200";"63"
"401";"700";"44"
"402";"1100";"49"
"403";"1200";"78"
"404";"1100";"64"
"405";"1100";"76"
"406";"800";"60"
"407";"1000";"57"
"408";"1500";"103"
"409";"800";"42"
"410";"1000";"49"
"411";"900";"47"
"412";"1600";"42"
"413";"1400";"62"
"414";"900";"41"
"415";"800";"38"
"416";"900";"40"
"417";"1400";"72"
"418";"3000";"102"
"419";"1100";"49"
"420";"1600";"79"
"421";"2400";"42"
"422";"1000";"45"
"423";"900";"49"
"424";"1300";"73"
"425";"800";"51"
"426";"600";"38"
"427";"1500";"64"
"428";"1100";"55"
"429";"800";"44"
"430";"1400";"55"
"431";"1000";"60"
"432";"800";"62"
"433";"500";"51"
"434";"600";"53"
"435";"800";"44"
"436";"1200";"102"
"437";"800";"70"
"438";"800";"73"
"439";"600";"49"
"440";"900";"94"
"441";"600";"45"
"442";"400";"48"
"443";"1000";"69"
"444";"700";"55"
"445";"500";"42"
"446";"900";"55"
"447";"1100";"47"
"448";"1000";"68"
"449";"900";"59"
"450";"1100";"51"
"451";"800";"53"
"452";"900";"58"
"453";"1000";"54"
"454";"500";"38"
"455";"1000";"59"
"456";"500";"53"
"457";"800";"53"
"458";"500";"40"
"459";"2400";"42"
"460";"1800";"51"
"461";"1400";"47"
"462";"4900";"51"
"463";"900";"36"
"464";"1200";"51"
"465";"900";"50"
"466";"1700";"55"
"467";"1800";"69"
"468";"1000";"47"
"469";"1500";"62"
"470";"700";"40"
"471";"1500";"52"
"472";"1000";"64"
"473";"1500";"51"
"474";"1100";"57"
"475";"1200";"51"
"476";"2200";"77"
"477";"2300";"112"
"478";"1200";"55"
"479";"1000";"48"
"480";"1200";"53"
"481";"1600";"65"
"482";"1100";"42"
"483";"1600";"66"
"484";"1100";"46"
"485";"1400";"57"
"486";"1900";"73"
"487";"1800";"92"
"488";"800";"44"
"489";"1000";"48"
"490";"900";"53"
"491";"1300";"59"
"492";"900";"44"
"493";"1200";"49"
"494";"1100";"40"
"495";"1100";"45"
"496";"1400";"62"
"497";"800";"53"
"498";"900";"44"
"499";"1200";"48"
"500";"1200";"57"
"501";"1100";"50"
"502";"1800";"87"
"503";"900";"51"
"504";"1900";"98"
"505";"800";"38"
"506";"1400";"42"
"507";"1400";"60"
"508";"1500";"47"
"509";"1400";"77"
"510";"1400";"68"
"511";"1300";"42"
"512";"2800";"68"
"513";"2200";"98"
"514";"1100";"53"
"515";"1800";"72"
"516";"2400";"120"
"517";"1000";"44"
"518";"1300";"51"
"519";"1200";"57"
"520";"2700";"55"
"521";"1100";"68"
"522";"1300";"57"
"523";"1600";"83"
"524";"1200";"49"
"525";"900";"50"
"526";"1600";"66"
"527";"1000";"40"
"528";"1400";"68"
"529";"1100";"47"
"530";"1600";"51"
"531";"900";"55"
"532";"900";"42"
"533";"1500";"60"
"534";"1500";"44"
"535";"1000";"49"
"536";"900";"44"
"537";"800";"47"
"538";"800";"40"
"539";"1100";"53"
"540";"1700";"74"
"541";"1500";"72"
"542";"800";"48"
"543";"1300";"55"
"544";"1400";"66"
"545";"1000";"57"
"546";"1400";"87"
"547";"1200";"71"
"548";"600";"50"
"549";"900";"51"
"550";"500";"53"
"551";"600";"46"
"552";"1300";"98"
"553";"1300";"72"
"554";"900";"72"
"555";"1000";"77"
"556";"700";"48"
"557";"1000";"53"
"558";"900";"55"
"559";"800";"71"
"560";"600";"38"
"561";"1100";"53"
"562";"900";"82"
"563";"800";"65"
"564";"600";"38"
"565";"700";"49"
"566";"700";"49"
"567";"700";"50"
"568";"1800";"97"
"569";"3200";"46"
"570";"800";"38"
"571";"1700";"84"
"572";"900";"46"
"573";"1700";"86"
"574";"2100";"56"
"575";"1300";"47"
"576";"1000";"59"
"577";"1000";"57"
"578";"800";"44"
"579";"1900";"91"
"580";"900";"48"
"581";"1700";"79"
"582";"1200";"61"
"583";"800";"46"
"584";"1300";"48"
"585";"1600";"74"
"586";"2100";"87"
"587";"1600";"68"
"588";"1200";"53"
"589";"1000";"54"
"590";"1400";"53"
"591";"1000";"56"
"592";"1100";"45"
"593";"1100";"57"
"594";"1500";"62"
"595";"1000";"46"
"596";"1400";"71"
"597";"2100";"117"
"598";"1300";"54"
"599";"5100";"145"
"600";"1200";"47"
"601";"1600";"46"
"602";"700";"34"
"603";"1400";"50"
"604";"3500";"83"
"605";"900";"48"
"606";"1200";"55"
"607";"1100";"48"
"608";"2600";"140"
"609";"6400";"43"
"610";"2100";"71"
"611";"1300";"56"
"612";"2600";"65"
"613";"1600";"79"
"614";"1300";"59"
"615";"2300";"83"
"616";"2000";"49"
"617";"2100";"78"
"618";"2200";"103"
"619";"3100";"70"
"620";"1100";"49"
"621";"1500";"62"
"622";"900";"55"
"623";"900";"40"
"624";"1100";"43"
"625";"1700";"77"
"626";"900";"55"
"627";"2100";"103"
"628";"1100";"42"
"629";"1000";"55"
"630";"1000";"40"
"631";"900";"45"
"632";"2200";"70"
"633";"1600";"70"
"634";"1400";"53"
"635";"1400";"66"
"636";"1600";"71"
"637";"1500";"71"
"638";"1000";"59"
"639";"900";"43"
"640";"2000";"57"
"641";"800";"36"
"642";"1200";"42"
"643";"1100";"59"
"644";"900";"36"
"645";"700";"36"
"646";"900";"40"
"647";"1800";"88"
"648";"1000";"40"
"649";"1200";"46"
"650";"1100";"46"
"651";"1900";"66"
"652";"1000";"40"
"653";"1000";"53"
"654";"2000";"75"
"655";"1100";"53"
"656";"800";"53"
"657";"900";"45"
"658";"900";"48"
"659";"1200";"44"
"660";"1000";"45"
"661";"900";"46"
"662";"900";"53"
"663";"1100";"57"
"664";"1100";"46"
"665";"1000";"42"
"666";"1300";"60"
"667";"2200";"106"
"668";"900";"38"
"669";"1600";"84"
"670";"1000";"47"
"671";"1100";"55"
"672";"3700";"107"
"673";"1800";"119"
"674";"1200";"46"
"675";"1400";"76"
"676";"600";"47"
"677";"800";"42"
"678";"1000";"49"
"679";"900";"40"
"680";"900";"40"
"681";"1200";"59"
"682";"1300";"62"
"683";"1100";"48"
"684";"900";"38"
"685";"700";"40"
"686";"1000";"42"
"687";"1100";"53"
"688";"1400";"77"
"689";"1500";"72"
"690";"1100";"56"
"691";"1600";"48"
"692";"1400";"71"
"693";"1700";"71"
"694";"1700";"115"
"695";"1400";"99"
"696";"900";"40"
"697";"1600";"72"
"698";"1300";"75"
"699";"1200";"59"
"700";"1300";"55"
"701";"1000";"59"
"702";"900";"55"
"703";"1100";"48"
"704";"1800";"87"
"705";"1700";"47"
"706";"1400";"68"
"707";"1300";"64"
"708";"1200";"64"
"709";"800";"42"
"710";"800";"52"
"711";"2500";"57"
"712";"1300";"64"
"713";"900";"44"
"714";"900";"49"
"715";"900";"43"
"716";"800";"49"
"717";"1100";"52"
"718";"1000";"57"
"719";"800";"51"
"720";"1300";"66"
"721";"1500";"65"
"722";"1300";"72"
"723";"1200";"72"
"724";"1200";"48"
"725";"1700";"93"
"726";"1100";"51"
"727";"900";"45"
"728";"1500";"89"
"729";"800";"49"
"730";"900";"48"
"731";"1500";"75"
"732";"1100";"62"
"733";"800";"34"
"734";"900";"41"
"735";"1300";"64"
"736";"900";"56"
"737";"1100";"65"
"738";"1100";"72"
"739";"1100";"48"
"740";"900";"58"
"741";"600";"47"
"742";"800";"55"
"743";"1200";"64"
"744";"1000";"53"
"745";"1000";"66"
"746";"1300";"72"
"747";"1200";"59"
"748";"1200";"53"
"749";"1600";"68"
"750";"1200";"53"
"751";"1200";"57"
"752";"1400";"91"
"753";"1100";"49"
"754";"1400";"62"
"755";"1000";"42"
"756";"900";"55"
"757";"800";"46"
"758";"1700";"89"
"759";"800";"34"
"760";"1300";"53"
"761";"700";"47"
"762";"1000";"40"
"763";"1300";"72"
"764";"1300";"61"
"765";"800";"40"
"766";"1600";"103"
"767";"1300";"53"
"768";"2800";"82"
"769";"900";"44"
"770";"1400";"53"
"771";"1000";"45"
"772";"1200";"59"
"773";"1000";"57"
"774";"1200";"65"
"775";"1900";"106"
"776";"1200";"57"
"777";"900";"45"
"778";"800";"44"
"779";"900";"48"
"780";"700";"51"
"781";"1300";"59"
"782";"1100";"63"
"783";"900";"49"
"784";"900";"48"
"785";"1300";"55"
"786";"1300";"56"
"787";"900";"65"
"788";"1000";"48"
"789";"1200";"65"
"790";"1300";"66"
"791";"1200";"62"
"792";"1400";"93"
"793";"900";"43"
"794";"800";"55"
"795";"1200";"67"
"796";"1000";"58"
"797";"1800";"83"
"798";"1300";"75"
"799";"1800";"53"
"800";"1200";"67"
"801";"2200";"87"
"802";"1600";"38"
"803";"1800";"82"
"804";"1400";"69"
"805";"1500";"98"
"806";"1000";"51"
"807";"700";"48"
"808";"1000";"57"
"809";"1200";"58"
"810";"900";"38"
"811";"1400";"53"
"812";"900";"61"
"813";"1000";"56"
"814";"1600";"77"
"815";"1100";"42"
"816";"1100";"55"
"817";"1100";"55"
"818";"1300";"52"
"819";"1600";"90"
"820";"1200";"63"
"821";"900";"50"
"822";"900";"57"
"823";"1300";"66"
"824";"1000";"60"
"825";"1300";"57"
"826";"1200";"66"
"827";"900";"40"
"828";"1100";"50"
"829";"1100";"58"
"830";"900";"46"
"831";"900";"48"
"832";"900";"51"
"833";"1200";"78"
"834";"1100";"61"
"835";"1700";"110"
"836";"1600";"93"
"837";"1300";"72"
"838";"1100";"67"
"839";"3400";"76"
"840";"1100";"48"
"841";"1100";"61"
"842";"1800";"65"
"843";"900";"57"
"844";"1200";"77"
"845";"1200";"55"
"846";"1000";"57"
"847";"1300";"57"
"848";"1300";"59"
"849";"1400";"64"
"850";"1100";"56"
"851";"1000";"53"
"852";"1200";"52"
"853";"900";"51"
"854";"900";"53"
"855";"1200";"46"
"856";"1300";"57"
"857";"1300";"86"
"858";"900";"61"
"859";"1000";"50"
"860";"1200";"71"
"861";"1400";"59"
"862";"1200";"58"
"863";"1000";"48"
"864";"1400";"86"
"865";"700";"42"
"866";"1100";"47"
"867";"700";"50"
"868";"900";"44"
"869";"1100";"44"
"870";"1700";"69"
"871";"1000";"59"
"872";"1200";"60"
"873";"1200";"72"
"874";"800";"46"
"875";"1300";"69"
"876";"1300";"53"
"877";"900";"53"
"878";"1000";"42"
"879";"1000";"51"
"880";"900";"52"
"881";"1000";"45"
"882";"1500";"75"
"883";"1800";"114"
"884";"1200";"44"
"885";"800";"36"
"886";"1400";"77"
"887";"1300";"77"
"888";"1700";"82"
"889";"1100";"61"
"890";"1200";"53"
"891";"1300";"53"
"892";"1400";"46"
"893";"1200";"58"
"894";"1100";"64"
"895";"1200";"50"
"896";"2100";"90"
"897";"800";"55"
"898";"600";"45"
"899";"1300";"75"
"900";"800";"55"
"901";"1100";"55"
"902";"1200";"63"
"903";"1100";"57"
"904";"1000";"55"
"905";"1700";"57"
"906";"1300";"76"
"907";"1300";"51"
"908";"1000";"38"
"909";"1300";"55"
"910";"1000";"57"
"911";"1100";"57"
"912";"1400";"77"
"913";"700";"43"
"914";"1000";"67"
"915";"1100";"61"
"916";"1400";"58"
"917";"1300";"71"
"918";"900";"52"
"919";"2100";"59"
