Insert Index;Insert Time (ms);Insert Operation Count;Search Index;Contains Time (ms);Contains Operation Count;Delete Time (ms);Delete Operations Count
8284;1000;52;;;;;
8285;1200;120;;;;;
8286;1500;89;;;;;
8287;1000;83;;;;;
8288;1600;74;;;;;
8289;700;67;;;;;
8290;1100;67;;;;;
8291;1300;118;;;;;
8292;1000;65;;;;;
8293;900;95;;;;;
8294;900;57;;;;;
8295;1000;69;;;;;
8296;900;71;;;;;
8297;600;55;;;;;
8298;700;63;;;;;
8299;900;75;;;;;
8300;2000;73;;;;;
8301;800;76;;;;;
8302;1100;79;;;;;
8303;1000;64;;;;;
8304;1100;104;;;;;
8305;900;75;;;;;
8306;1100;93;;;;;
8307;1100;60;;;;;
8308;900;64;;;;;
8309;1000;64;;;;;
8310;1000;74;;;;;
8311;1000;73;;;;;
8312;700;69;;;;;
8313;800;66;;;;;
8314;700;69;;;;;
8315;1000;58;;;;;
8316;1000;67;;;;;
8317;700;58;;;;;
8318;800;69;;;;;
8319;900;61;;;;;
8320;1000;58;;;;;
8321;900;79;;;;;
8322;1300;126;;;;;
8323;900;68;;;;;
8324;1300;70;;;;;
8325;1100;72;;;;;
8326;800;69;;;;;
8327;800;58;;;;;
8328;1000;65;;;;;
8329;800;71;;;;;
8330;700;65;;;;;
8331;800;62;;;;;
8332;1000;81;;;;;
8333;800;67;;;;;
8334;900;64;;;;;
8335;800;57;;;;;
8336;1200;102;;;;;
8337;1600;72;;;;;
8338;800;71;;;;;
8339;1100;75;;;;;
8340;1000;55;;;;;
8341;700;60;;;;;
8342;900;60;;;;;
8343;900;71;;;;;
8344;1000;78;;;;;
8345;1300;56;;;;;
8346;700;73;;;;;
8347;1100;80;;;;;
8348;1000;63;;;;;
8349;800;64;;;;;
8350;1000;81;;;;;
8351;1000;71;;;;;
8352;800;59;;;;;
8353;1200;79;;;;;
8354;700;67;;;;;
8355;800;57;;;;;
8356;500;48;;;;;
8357;1200;116;;;;;
8358;900;66;;;;;
8359;1100;96;;;;;
8360;900;86;;;;;
8361;1500;90;;;;;
8362;800;67;;;;;
8363;800;61;;;;;
8364;800;71;;;;;
8365;800;70;;;;;
8366;900;73;;;;;
8367;800;60;;;;;
8368;1000;75;;;;;
8369;1300;60;;;;;
8370;800;63;;;;;
8371;800;67;;;;;
8372;700;73;;;;;
8373;800;67;;;;;
8374;900;60;;;;;
8375;800;73;;;;;
8376;900;64;;;;;
8377;700;77;;;;;
8378;1100;68;;;;;
8379;1000;68;;;;;
8380;1300;108;;;;;
8381;900;58;;;;;
8382;800;81;;;;;
8383;1100;79;;;;;
8384;500;67;;;;;
8385;700;65;;;;;
8386;1000;84;;;;;
8387;800;97;;;;;
8388;900;65;;;;;
8389;900;92;;;;;
8390;1100;81;;;;;
8391;700;82;;;;;
8392;800;59;;;;;
8393;700;80;;;;;
8394;800;88;;;;;
8395;600;55;;;;;
8396;700;72;;;;;
8397;700;73;;;;;
8398;600;70;;;;;
8399;900;84;;;;;
8400;600;67;;;;;
8401;700;103;;;;;
8402;700;54;;;;;
8403;700;61;;;;;
8404;1000;127;;;;;
8405;900;128;;;;;
8406;700;68;;;;;
8407;800;94;;;;;
8408;700;77;;;;;
8409;1000;76;;;;;
8410;700;73;;;;;
8411;1000;114;;;;;
8412;500;71;;;;;
8413;800;60;;;;;
8414;600;90;;;;;
8415;700;68;;;;;
8416;1100;95;;;;;
8417;1800;101;;;;;
8418;500;67;;;;;
8419;800;95;;;;;
8420;600;73;;;;;
8421;700;66;;;;;
8422;800;73;;;;;
8423;700;58;;;;;
8424;600;52;;;;;
8425;700;83;;;;;
8426;800;97;;;;;
8427;700;85;;;;;
8428;800;78;;;;;
8429;800;75;;;;;
8430;700;102;;;;;
8431;700;62;;;;;
8432;700;76;;;;;
8433;900;69;;;;;
8434;600;63;;;;;
8435;700;77;;;;;
8436;500;61;;;;;
8437;1000;71;;;;;
8438;600;52;;;;;
8439;600;60;;;;;
8440;800;75;;;;;
8441;800;74;;;;;
8442;700;74;;;;;
8443;700;90;;;;;
8444;600;69;;;;;
8445;300;78;;;;;
8446;500;56;;;;;
8447;900;54;;;;;
8448;900;88;;;;;
8449;700;76;;;;;
8450;600;54;;;;;
8451;700;63;;;;;
8452;600;65;;;;;
8453;600;73;;;;;
8454;900;101;;;;;
8455;600;79;;;;;
8456;700;72;;;;;
8457;700;62;;;;;
8458;700;68;;;;;
8459;800;71;;;;;
8460;800;125;;;;;
8461;300;54;;;;;
8462;1000;126;;;;;
8463;1200;94;;;;;
8464;800;67;;;;;
8465;600;63;;;;;
8466;700;71;;;;;
8467;700;65;;;;;
8468;600;65;;;;;
8469;700;62;;;;;
8470;1400;95;;;;;
8471;1100;105;;;;;
8472;600;90;;;;;
8473;800;86;;;;;
8474;700;86;;;;;
8475;700;59;;;;;
8476;700;66;;;;;
8477;1100;169;;;;;
8478;400;73;;;;;
8479;800;93;;;;;
8480;500;61;;;;;
8481;800;60;;;;;
8482;700;67;;;;;
8483;400;68;;;;;
8484;500;90;;;;;
8485;800;60;;;;;
8486;700;73;;;;;
8487;900;82;;;;;
8488;900;94;;;;;
8489;1300;87;;;;;
8490;900;80;;;;;
8491;1200;66;;;;;
8492;900;74;;;;;
8493;1200;100;;;;;
8494;900;73;;;;;
8495;1100;78;;;;;
8496;800;52;;;;;
8497;1200;112;;;;;
8498;700;69;;;;;
8499;800;61;;;;;
8500;1100;101;;;;;
8501;1400;82;;;;;
8502;800;76;;;;;
8503;1500;162;;;;;
8504;1100;58;;;;;
8505;1000;62;;;;;
8506;900;89;;;;;
8507;1000;69;;;;;
8508;1000;68;;;;;
8509;1400;153;;;;;
8510;900;65;;;;;
8511;1000;89;;;;;
8512;900;60;;;;;
8513;900;67;;;;;
8514;1300;65;;;;;
8515;1200;72;;;;;
8516;1100;89;;;;;
8517;900;66;;;;;
8518;1100;74;;;;;
8519;1000;68;;;;;
8520;900;73;;;;;
8521;1000;101;;;;;
8522;1000;83;;;;;
8523;2500;77;;;;;
8524;1000;59;;;;;
8525;1000;104;;;;;
8526;1200;64;;;;;
8527;700;93;;;;;
8528;1300;84;;;;;
8529;700;54;;;;;
8530;700;61;;;;;
8531;800;64;;;;;
8532;1100;91;;;;;
8533;900;58;;;;;
8534;900;58;;;;;
8535;1700;80;;;;;
8536;800;62;;;;;
8537;1300;109;;;;;
8538;1000;79;;;;;
8539;1400;106;;;;;
8540;1400;134;;;;;
8541;800;64;;;;;
8542;1000;58;;;;;
8543;800;64;;;;;
8544;1400;60;;;;;
8545;800;60;;;;;
8546;900;78;;;;;
8547;1000;70;;;;;
8548;900;71;;;;;
8549;1200;138;;;;;
8550;900;79;;;;;
8551;1200;67;;;;;
8552;1200;74;;;;;
8553;1000;88;;;;;
8554;1100;95;;;;;
8555;1300;124;;;;;
8556;900;72;;;;;
8557;1000;73;;;;;
8558;1300;76;;;;;
8559;1100;76;;;;;
8560;700;65;;;;;
8561;800;57;;;;;
8562;800;75;;;;;
8563;1700;115;;;;;
8564;1200;114;;;;;
8565;800;62;;;;;
8566;700;65;;;;;
8567;1100;54;;;;;
8568;800;62;;;;;
8569;900;77;;;;;
8570;3100;73;;;;;
8571;1000;91;;;;;
8572;900;65;;;;;
8573;1100;75;;;;;
8574;600;56;;;;;
8575;1000;73;;;;;
8576;800;69;;;;;
8577;800;75;;;;;
8578;1200;66;;;;;
8579;1000;75;;;;;
8580;1100;85;;;;;
8581;1100;87;;;;;
8582;800;55;;;;;
8583;1100;83;;;;;
8584;800;60;;;;;
8585;1200;92;;;;;
8586;900;52;;;;;
8587;1000;79;;;;;
8588;1200;77;;;;;
8589;1000;77;;;;;
8590;1100;98;;;;;
8591;1300;144;;;;;
8592;700;65;;;;;
8593;900;126;;;;;
8594;1100;66;;;;;
8595;1100;68;;;;;
8596;1300;112;;;;;
8597;1300;103;;;;;
8598;900;64;;;;;
8599;1200;75;;;;;
8600;1200;70;;;;;
8601;1100;86;;;;;
8602;800;60;;;;;
8603;700;54;;;;;
8604;900;71;;;;;
8605;800;63;;;;;
8606;800;77;;;;;
8607;1600;107;;;;;
8608;900;113;;;;;
8609;600;67;;;;;
8610;800;61;;;;;
8611;1500;65;;;;;
8612;1000;90;;;;;
8613;1200;84;;;;;
8614;900;75;;;;;
8615;700;81;;;;;
8616;1400;91;;;;;
8617;1200;126;;;;;
8618;800;74;;;;;
8619;1000;85;;;;;
8620;1000;67;;;;;
8621;1000;69;;;;;
8622;2500;64;;;;;
8623;800;67;;;;;
8624;900;86;;;;;
8625;800;56;;;;;
8626;1200;96;;;;;
8627;1000;56;;;;;
8628;800;58;;;;;
8629;1000;72;;;;;
8630;1200;68;;;;;
8631;1200;96;;;;;
8632;1200;70;;;;;
8633;900;77;;;;;
8634;1000;82;;;;;
8635;800;52;;;;;
8636;1100;103;;;;;
8637;1000;61;;;;;
8638;1100;74;;;;;
8639;1100;89;;;;;
8640;1100;63;;;;;
8641;1000;60;;;;;
8642;1100;91;;;;;
8643;1100;103;;;;;
8644;800;71;;;;;
8645;1300;58;;;;;
8646;500;85;;;;;
8647;700;75;;;;;
8648;1400;60;;;;;
8649;2400;103;;;;;
8650;800;62;;;;;
8651;1100;88;;;;;
8652;1000;73;;;;;
8653;700;58;;;;;
8654;1300;107;;;;;
8655;1200;80;;;;;
8656;1300;90;;;;;
8657;1000;80;;;;;
8658;1100;76;;;;;
8659;1100;72;;;;;
8660;900;63;;;;;
8661;1200;91;;;;;
8662;1000;61;;;;;
8663;2000;77;;;;;
8664;1200;94;;;;;
8665;900;65;;;;;
8666;1100;89;;;;;
8667;1600;65;;;;;
8668;900;89;;;;;
8669;800;72;;;;;
8670;900;54;;;;;
8671;1100;67;;;;;
8672;900;67;;;;;
8673;1100;68;;;;;
8674;900;64;;;;;
8675;800;48;;;;;
8676;1700;133;;;;;
8677;1400;54;;;;;
8678;900;65;;;;;
8679;1300;105;;;;;
8680;1400;73;;;;;
8681;1100;62;;;;;
8682;900;59;;;;;
8683;900;97;;;;;
8684;700;61;;;;;
8685;1000;79;;;;;
8686;900;67;;;;;
8687;1100;104;;;;;
8688;1000;77;;;;;
8689;900;77;;;;;
8690;700;54;;;;;
8691;900;81;;;;;
8692;1200;112;;;;;
8693;1100;72;;;;;
8694;800;79;;;;;
8695;800;112;;;;;
8696;1500;92;;;;;
8697;1000;69;;;;;
8698;1100;80;;;;;
8699;1000;130;;;;;
8700;1300;105;;;;;
8701;1200;74;;;;;
8702;1100;72;;;;;
8703;1000;82;;;;;
8704;900;75;;;;;
8705;1300;103;;;;;
8706;1000;62;;;;;
8707;1000;68;;;;;
8708;1500;104;;;;;
8709;900;65;;;;;
8710;1100;73;;;;;
8711;1000;108;;;;;
8712;1000;82;;;;;
8713;1000;93;;;;;
8714;1100;67;;;;;
8715;1200;60;;;;;
8716;1500;127;;;;;
8717;1200;85;;;;;
8718;900;72;;;;;
8719;1100;54;;;;;
8720;1300;64;;;;;
8721;1200;62;;;;;
8722;1300;71;;;;;
8723;1300;110;;;;;
8724;1300;65;;;;;
8725;800;75;;;;;
8726;1700;124;;;;;
8727;1000;74;;;;;
8728;1200;84;;;;;
8729;800;77;;;;;
8730;1300;91;;;;;
8731;900;67;;;;;
8732;800;76;;;;;
8733;1100;60;;;;;
8734;1700;109;;;;;
8735;1000;71;;;;;
8736;1100;68;;;;;
8737;1300;90;;;;;
8738;1200;66;;;;;
8739;800;63;;;;;
8740;900;58;;;;;
8741;1000;65;;;;;
8742;700;60;;;;;
8743;1100;81;;;;;
8744;1500;76;;;;;
8745;1300;78;;;;;
8746;1600;106;;;;;
8747;1300;81;;;;;
8748;800;58;;;;;
8749;1000;69;;;;;
8750;1100;77;;;;;
8751;1500;74;;;;;
8752;1000;66;;;;;
8753;1200;91;;;;;
8754;900;60;;;;;
8755;900;84;;;;;
8756;1100;81;;;;;
8757;1200;95;;;;;
8758;1600;89;;;;;
8759;1200;75;;;;;
8760;900;68;;;;;
8761;1200;71;;;;;
8762;1100;83;;;;;
8763;1100;76;;;;;
8764;1000;70;;;;;
8765;1100;101;;;;;
8766;1200;71;;;;;
8767;1000;69;;;;;
8768;800;67;;;;;
8769;1000;85;;;;;
8770;1000;70;;;;;
8771;900;60;;;;;
8772;2100;110;;;;;
8773;1000;50;;;;;
8774;1000;75;;;;;
8775;1200;98;;;;;
8776;1000;75;;;;;
8777;900;65;;;;;
8778;1200;103;;;;;
8779;1100;69;;;;;
8780;2000;59;;;;;
8781;900;64;;;;;
8782;1700;156;;;;;
8783;800;79;;;;;
8784;1100;77;;;;;
8785;1100;58;;;;;
8786;900;63;;;;;
8787;1000;70;;;;;
8788;1200;97;;;;;
8789;1200;48;;;;;
8790;1000;65;;;;;
8791;900;72;;;;;
8792;1000;89;;;;;
8793;1100;82;;;;;
8794;1100;107;;;;;
8795;900;74;;;;;
8796;1000;67;;;;;
8797;1100;87;;;;;
8798;1400;99;;;;;
8799;900;74;;;;;
8800;900;76;;;;;
8801;1000;84;;;;;
8802;1200;92;;;;;
8803;1200;88;;;;;
8804;800;59;;;;;
8805;1100;72;;;;;
8806;1400;87;;;;;
8807;1100;77;;;;;
8808;1000;69;;;;;
8809;800;79;;;;;
8810;600;91;;;;;
8811;1100;70;;;;;
8812;900;67;;;;;
8813;800;73;;;;;
8814;1300;105;;;;;
8815;700;52;;;;;
8816;1100;90;;;;;
8817;1200;73;;;;;
8818;1000;58;;;;;
8819;1100;86;;;;;
8820;1100;56;;;;;
8821;1100;61;;;;;
8822;1900;73;;;;;
8823;1000;58;;;;;
8824;1600;69;;;;;
8825;1400;141;;;;;
8826;1400;74;;;;;
8827;1300;81;;;;;
8828;2000;54;;;;;
8829;900;64;;;;;
8830;1000;90;;;;;
8831;900;59;;;;;
8832;1300;70;;;;;
8833;700;52;;;;;
8834;1200;71;;;;;
8835;1200;82;;;;;
8836;1000;52;;;;;
8837;1100;60;;;;;
8838;1300;66;;;;;
8839;900;68;;;;;
8840;1100;70;;;;;
8841;1000;80;;;;;
8842;1000;79;;;;;
8843;1100;72;;;;;
8844;1300;79;;;;;
8845;1100;70;;;;;
8846;1100;52;;;;;
8847;900;65;;;;;
8848;1200;70;;;;;
8849;900;60;;;;;
8850;1000;82;;;;;
8851;1600;128;;;;;
8852;1200;75;;;;;
8853;1300;61;;;;;
8854;800;82;;;;;
8855;1300;96;;;;;
8856;800;73;;;;;
8857;1200;60;;;;;
8858;1100;64;;;;;
8859;1100;67;;;;;
8860;1100;62;;;;;
8861;900;59;;;;;
8862;1300;72;;;;;
8863;900;62;;;;;
8864;900;54;;;;;
8865;1000;70;;;;;
8866;900;73;;;;;
8867;1300;126;;;;;
8868;900;54;;;;;
8869;1200;86;;;;;
8870;800;60;;;;;
8871;1000;78;;;;;
8872;900;56;;;;;
8873;1000;82;;;;;
8874;800;52;;;;;
8875;1300;80;;;;;
8876;500;83;;;;;
8877;1000;72;;;;;
8878;1000;73;;;;;
8879;800;90;;;;;
8880;900;73;;;;;
8881;1100;90;;;;;
8882;1400;83;;;;;
8883;1400;124;;;;;
8884;1000;66;;;;;
8885;800;59;;;;;
8886;800;58;;;;;
8887;1000;82;;;;;
8888;1300;84;;;;;
8889;1100;70;;;;;
8890;1000;64;;;;;
8891;1500;57;;;;;
8892;1100;54;;;;;
8893;1300;71;;;;;
8894;1200;83;;;;;
8895;1300;93;;;;;
8896;1200;101;;;;;
8897;1100;89;;;;;
8898;1300;69;;;;;
8899;1200;69;;;;;
8900;1400;60;;;;;
8901;1200;58;;;;;
8902;1400;76;;;;;
8903;800;72;;;;;
8904;1100;68;;;;;
8905;1400;92;;;;;
8906;1200;87;;;;;
8907;1400;101;;;;;
8908;1100;89;;;;;
8909;1600;58;;;;;
8910;1000;65;;;;;
8911;1200;68;;;;;
8912;800;61;;;;;
8913;1200;57;;;;;
8914;900;69;;;;;
8915;1000;54;;;;;
8916;800;61;;;;;
8917;1300;74;;;;;
8918;1100;60;;;;;
8919;1100;86;;;;;
8920;900;78;;;;;
8921;1000;67;;;;;
8922;1300;75;;;;;
8923;1000;60;;;;;
8924;1000;57;;;;;
8925;1200;68;;;;;
8926;1100;55;;;;;
8927;2800;67;;;;;
8928;1000;74;;;;;
8929;1500;92;;;;;
8930;1400;121;;;;;
8931;800;65;;;;;
8932;1400;88;;;;;
8933;1000;84;;;;;
8934;800;63;;;;;
8935;900;71;;;;;
8936;700;52;;;;;
8937;1100;64;;;;;
8938;1100;81;;;;;
8939;1000;85;;;;;
8940;1200;80;;;;;
8941;1800;110;;;;;
8942;1100;58;;;;;
8943;1600;109;;;;;
8944;900;52;;;;;
8945;1000;70;;;;;
8946;1100;60;;;;;
8947;1600;139;;;;;
8948;1700;86;;;;;
8949;1100;68;;;;;
8950;1300;97;;;;;
8951;1100;75;;;;;
8952;1200;68;;;;;
8953;1000;58;;;;;
8954;1100;64;;;;;
8955;1100;78;;;;;
8956;1100;81;;;;;
8957;900;65;;;;;
8958;1000;61;;;;;
8959;1200;56;;;;;
8960;1400;117;;;;;
8961;800;66;;;;;
8962;900;71;;;;;
8963;1000;61;;;;;
8964;1100;73;;;;;
8965;1300;93;;;;;
8966;1600;100;;;;;
8967;1200;75;;;;;
8968;1800;134;;;;;
8969;1200;93;;;;;
8970;1500;114;;;;;
8971;1200;80;;;;;
8972;900;77;;;;;
8973;1000;75;;;;;
8974;1100;77;;;;;
8975;1500;122;;;;;
8976;1100;82;;;;;
8977;900;69;;;;;
8978;1400;58;;;;;
8979;1000;52;;;;;
8980;1100;50;;;;;
8981;1700;140;;;;;
8982;1000;92;;;;;
8983;1000;61;;;;;
8984;1100;70;;;;;
8985;1600;127;;;;;
8986;800;58;;;;;
8987;1100;78;;;;;
8988;800;81;;;;;
8989;1000;60;;;;;
8990;900;58;;;;;
8991;1700;86;;;;;
8992;1100;71;;;;;
8993;1200;96;;;;;
8994;1100;91;;;;;
8995;800;61;;;;;
8996;700;67;;;;;
8997;1200;85;;;;;
8998;1100;95;;;;;
8999;1100;74;;;;;
9000;1100;68;;;;;
9001;1300;90;;;;;
9002;900;72;;;;;
9003;1400;88;;;;;
9004;1000;58;;;;;
9005;1000;58;;;;;
9006;1200;85;;;;;
9007;1100;67;;;;;
9008;800;71;;;;;
9009;600;54;;;;;
9010;1200;76;;;;;
9011;1100;88;;;;;
9012;1200;69;;;;;
9013;700;64;;;;;
9014;900;79;;;;;
9015;1100;69;;;;;
9016;1100;71;;;;;
9017;1500;164;;;;;
9018;1300;102;;;;;
9019;1000;75;;;;;
9020;800;86;;;;;
9021;1200;75;;;;;
9022;1500;103;;;;;
9023;900;66;;;;;
9024;600;71;;;;;
9025;900;71;;;;;
9026;2800;103;;;;;
9027;1100;56;;;;;
9028;1100;69;;;;;
9029;1400;72;;;;;
9030;1200;73;;;;;
9031;1400;76;;;;;
9032;1100;64;;;;;
9033;1000;67;;;;;
9034;2300;80;;;;;
9035;1100;79;;;;;
9036;1000;69;;;;;
9037;800;61;;;;;
9038;900;66;;;;;
9039;1200;101;;;;;
9040;1400;133;;;;;
9041;1000;62;;;;;
9042;1300;109;;;;;
9043;700;56;;;;;
9044;1000;67;;;;;
9045;1400;121;;;;;
9046;1400;85;;;;;
9047;1100;64;;;;;
9048;1100;63;;;;;
9049;1000;61;;;;;
9050;1300;81;;;;;
9051;800;73;;;;;
9052;1300;77;;;;;
9053;1000;100;;;;;
9054;1100;78;;;;;
9055;1300;89;;;;;
9056;1300;101;;;;;
9057;1100;75;;;;;
9058;1600;122;;;;;
9059;1400;76;;;;;
9060;1100;74;;;;;
9061;1100;59;;;;;
9062;1100;68;;;;;
9063;1100;72;;;;;
9064;800;54;;;;;
9065;900;54;;;;;
9066;1400;91;;;;;
9067;1300;62;;;;;
9068;1100;50;;;;;
9069;1500;67;;;;;
9070;1100;70;;;;;
9071;1100;101;;;;;
9072;1000;63;;;;;
9073;1300;103;;;;;
9074;1700;103;;;;;
9075;700;58;;;;;
9076;1500;119;;;;;
9077;1300;60;;;;;
9078;1100;87;;;;;
9079;1300;71;;;;;
9080;1200;84;;;;;
9081;1400;117;;;;;
9082;900;66;;;;;
9083;1000;75;;;;;
9084;1200;58;;;;;
9085;1200;113;;;;;
9086;1700;154;;;;;
9087;1000;66;;;;;
9088;800;67;;;;;
9089;700;67;;;;;
9090;1100;58;;;;;
9091;1100;82;;;;;
9092;900;68;;;;;
9093;1400;97;;;;;
9094;900;61;;;;;
9095;1000;78;;;;;
9096;1100;83;;;;;
9097;1700;70;;;;;
9098;1300;88;;;;;
9099;1200;76;;;;;
9100;1000;62;;;;;
9101;700;67;;;;;
9102;1100;105;;;;;
9103;1200;79;;;;;
9104;900;73;;;;;
9105;1200;54;;;;;
9106;1000;60;;;;;
9107;1000;57;;;;;
9108;700;54;;;;;
9109;1200;60;;;;;
9110;800;71;;;;;
9111;800;52;;;;;
9112;700;56;;;;;
9113;900;80;;;;;
9114;1200;80;;;;;
9115;900;73;;;;;
9116;1400;81;;;;;
9117;900;63;;;;;
9118;1600;94;;;;;
9119;1500;85;;;;;
9120;1200;58;;;;;
9121;1100;60;;;;;
9122;700;60;;;;;
9123;900;73;;;;;
9124;1300;66;;;;;
9125;1100;62;;;;;
9126;600;54;;;;;
9127;700;65;;;;;
9128;600;78;;;;;
9129;1100;83;;;;;
9130;1100;116;;;;;
9131;1100;91;;;;;
9132;1100;73;;;;;
9133;800;73;;;;;
9134;800;71;;;;;
9135;1100;81;;;;;
9136;1100;71;;;;;
9137;800;74;;;;;
9138;1200;102;;;;;
9139;800;73;;;;;
9140;1000;77;;;;;
9141;1200;98;;;;;
9142;1000;70;;;;;
9143;1200;105;;;;;
9144;1100;75;;;;;
9145;900;54;;;;;
9146;1200;105;;;;;
9147;700;86;;;;;
9148;1100;62;;;;;
9149;1600;70;;;;;
9150;1100;91;;;;;
9151;1100;82;;;;;
9152;1200;86;;;;;
9153;2900;68;;;;;
9154;1200;78;;;;;
9155;1400;89;;;;;
9156;1500;85;;;;;
9157;1100;81;;;;;
9158;1000;89;;;;;
9159;800;56;;;;;
9160;800;71;;;;;
9161;1000;77;;;;;
9162;1000;67;;;;;
9163;1300;105;;;;;
9164;800;61;;;;;
9165;1200;73;;;;;
9166;1300;93;;;;;
9167;900;56;;;;;
9168;900;100;;;;;
9169;1400;78;;;;;
9170;1200;81;;;;;
9171;1200;73;;;;;
9172;1000;70;;;;;
9173;1100;71;;;;;
9174;1600;71;;;;;
9175;700;66;;;;;
9176;1000;75;;;;;
9177;1000;71;;;;;
9178;1100;60;;;;;
9179;1200;75;;;;;
9180;1000;68;;;;;
9181;1200;100;;;;;
9182;900;68;;;;;
9183;1100;75;;;;;
9184;1000;73;;;;;
9185;1000;95;;;;;
9186;1200;94;;;;;
9187;1000;71;;;;;
9188;900;62;;;;;
9189;1400;64;;;;;
9190;1200;85;;;;;
9191;1000;73;;;;;
9192;1100;84;;;;;
9193;900;54;;;;;
9194;1200;91;;;;;
9195;1200;78;;;;;
9196;1000;90;;;;;
9197;700;60;;;;;
9198;1100;74;;;;;
9199;1000;93;;;;;
9200;1100;70;;;;;
9201;1500;74;;;;;
9202;1100;72;;;;;
9203;1000;76;;;;;
9204;800;67;;;;;
9205;1100;116;;;;;
9206;1000;64;;;;;
9207;1000;70;;;;;
9208;1000;72;;;;;
9209;900;65;;;;;
9210;1500;67;;;;;
9211;1100;60;;;;;
9212;1000;67;;;;;
9213;900;66;;;;;
9214;1100;110;;;;;
9215;1100;60;;;;;
9216;1100;71;;;;;
9217;1100;66;;;;;
9218;700;64;;;;;
9219;800;73;;;;;
9220;1000;74;;;;;
9221;1100;90;;;;;
9222;1000;79;;;;;
9223;1100;96;;;;;
9224;1400;125;;;;;
9225;1100;90;;;;;
9226;1000;66;;;;;
9227;1200;79;;;;;
9228;1400;120;;;;;
9229;1200;68;;;;;
9230;1100;79;;;;;
9231;1100;67;;;;;
9232;700;64;;;;;
9233;1500;114;;;;;
9234;1100;81;;;;;
9235;1100;69;;;;;
9236;1100;83;;;;;
9237;1000;79;;;;;
9238;1100;83;;;;;
9239;900;60;;;;;
9240;900;65;;;;;
9241;1300;75;;;;;
9242;2300;70;;;;;
9243;1000;71;;;;;
9244;1100;75;;;;;
9245;1200;75;;;;;
9246;1200;77;;;;;
9247;1200;85;;;;;
9248;1200;61;;;;;
9249;900;70;;;;;
9250;1000;102;;;;;
9251;800;52;;;;;
9252;1100;60;;;;;
9253;1100;77;;;;;
9254;1200;94;;;;;
9255;900;73;;;;;
9256;1000;65;;;;;
9257;1200;78;;;;;
9258;1500;128;;;;;
9259;1000;69;;;;;
9260;800;90;;;;;
9261;1200;90;;;;;
9262;700;78;;;;;
9263;1100;56;;;;;
9264;900;68;;;;;
9265;1100;88;;;;;
9266;1300;64;;;;;
9267;1400;104;;;;;
9268;1200;71;;;;;
9269;900;68;;;;;
9270;900;74;;;;;
9271;1100;67;;;;;
9272;1300;100;;;;;
9273;1000;84;;;;;
9274;700;70;;;;;
9275;1200;97;;;;;
9276;1100;99;;;;;
9277;1000;54;;;;;
9278;1300;95;;;;;
9279;1000;82;;;;;
9280;1000;105;;;;;
9281;1000;84;;;;;
9282;1000;58;;;;;
9283;900;97;;;;;
9284;1600;94;;;;;
9285;900;74;;;;;
9286;1100;84;;;;;
9287;1400;75;;;;;
9288;1200;84;;;;;
9289;1100;74;;;;;
9290;1000;59;;;;;
9291;1200;71;;;;;
9292;1000;99;;;;;
9293;1200;92;;;;;
9294;1400;84;;;;;
9295;900;87;;;;;
9296;1300;82;;;;;
9297;1000;69;;;;;
9298;800;54;;;;;
9299;1000;66;;;;;
9300;1000;86;;;;;
9301;900;64;;;;;
9302;1000;71;;;;;
9303;800;70;;;;;
9304;1100;63;;;;;
9305;900;64;;;;;
9306;500;62;;;;;
9307;1000;81;;;;;
9308;800;81;;;;;
9309;800;46;;;;;
9310;1000;75;;;;;
9311;1000;70;;;;;
9312;800;60;;;;;
9313;1100;73;;;;;
9314;1000;74;;;;;
9315;900;59;;;;;
9316;800;69;;;;;
9317;1200;76;;;;;
9318;1500;82;;;;;
9319;900;57;;;;;
9320;900;88;;;;;
9321;1300;74;;;;;
9322;1100;76;;;;;
9323;1000;64;;;;;
9324;1100;69;;;;;
9325;1200;60;;;;;
9326;1200;66;;;;;
9327;900;56;;;;;
9328;1000;94;;;;;
9329;1000;67;;;;;
9330;700;79;;;;;
9331;1300;63;;;;;
9332;1300;89;;;;;
9333;700;80;;;;;
9334;800;54;;;;;
9335;1400;88;;;;;
9336;800;52;;;;;
9337;1000;93;;;;;
9338;900;81;;;;;
9339;900;61;;;;;
9340;800;61;;;;;
9341;2300;82;;;;;
9342;900;73;;;;;
9343;1100;81;;;;;
9344;1200;106;;;;;
9345;1100;67;;;;;
9346;1300;92;;;;;
9347;900;65;;;;;
9348;1000;82;;;;;
9349;900;66;;;;;
9350;1200;83;;;;;
9351;1300;103;;;;;
9352;1200;96;;;;;
9353;900;54;;;;;
9354;900;50;;;;;
9355;1000;62;;;;;
9356;800;69;;;;;
9357;1100;79;;;;;
9358;1100;92;;;;;
9359;1300;96;;;;;
9360;1600;79;;;;;
9361;900;52;;;;;
9362;1100;106;;;;;
9363;1200;70;;;;;
9364;900;64;;;;;
9365;1400;61;;;;;
9366;1000;68;;;;;
9367;1000;71;;;;;
9368;1000;61;;;;;
9369;800;66;;;;;
9370;1000;66;;;;;
9371;1000;67;;;;;
9372;800;59;;;;;
9373;1300;73;;;;;
9374;1200;110;;;;;
9375;1200;58;;;;;
9376;1500;108;;;;;
9377;1100;75;;;;;
9378;900;66;;;;;
9379;600;73;;;;;
9380;800;65;;;;;
9381;900;65;;;;;
9382;1000;70;;;;;
9383;1000;65;;;;;
9384;1200;85;;;;;
9385;900;67;;;;;
9386;900;67;;;;;
