Insert Index;Insert Time (ms);Insert Operation Count;Search Index;Contains Time (ms);Contains Operation Count;Delete Time (ms);Delete Operations Count
2727;1000;60;;;;;
2728;1000;50;;;;;
2729;1000;87;;;;;
2730;1000;78;;;;;
2731;1700;125;;;;;
2732;1200;99;;;;;
2733;900;71;;;;;
2734;1100;81;;;;;
2735;1700;92;;;;;
2736;1300;84;;;;;
2737;600;63;;;;;
2738;2000;56;;;;;
2739;1300;54;;;;;
2740;900;50;;;;;
2741;600;51;;;;;
2742;800;57;;;;;
2743;1300;58;;;;;
2744;1100;76;;;;;
2745;2400;68;;;;;
2746;1100;55;;;;;
2747;1200;54;;;;;
2748;2000;74;;;;;
2749;800;58;;;;;
2750;1000;69;;;;;
2751;1100;64;;;;;
2752;1100;60;;;;;
2753;1100;48;;;;;
2754;1700;91;;;;;
2755;1300;78;;;;;
2756;800;59;;;;;
2757;1200;69;;;;;
2758;1100;65;;;;;
2759;1400;91;;;;;
2760;1000;54;;;;;
2761;1300;77;;;;;
2762;1200;108;;;;;
2763;1000;95;;;;;
2764;1600;105;;;;;
2765;1100;59;;;;;
2766;1100;71;;;;;
2767;1100;83;;;;;
2768;1300;59;;;;;
2769;1200;79;;;;;
2770;1000;65;;;;;
2771;1100;90;;;;;
2772;1000;67;;;;;
2773;1000;93;;;;;
2774;1500;90;;;;;
2775;1000;84;;;;;
2776;1100;57;;;;;
2777;700;56;;;;;
2778;1000;58;;;;;
2779;1200;96;;;;;
2780;900;65;;;;;
2781;1400;108;;;;;
2782;1100;56;;;;;
2783;800;52;;;;;
2784;800;52;;;;;
2785;1000;64;;;;;
2786;900;56;;;;;
2787;1000;74;;;;;
2788;1200;94;;;;;
2789;900;61;;;;;
2790;1000;54;;;;;
2791;900;65;;;;;
2792;800;44;;;;;
2793;800;71;;;;;
2794;1000;79;;;;;
2795;900;61;;;;;
2796;900;46;;;;;
2797;900;76;;;;;
2798;1000;85;;;;;
2799;800;86;;;;;
2800;800;48;;;;;
2801;1200;74;;;;;
2802;800;77;;;;;
2803;900;75;;;;;
2804;1000;77;;;;;
2805;1100;80;;;;;
2806;1100;105;;;;;
2807;900;69;;;;;
2808;900;56;;;;;
2809;800;48;;;;;
2810;1600;171;;;;;
2811;1000;56;;;;;
2812;1000;50;;;;;
2813;700;78;;;;;
2814;900;55;;;;;
2815;1300;110;;;;;
2816;1500;106;;;;;
2817;3100;55;;;;;
2818;900;67;;;;;
2819;700;52;;;;;
2820;1100;89;;;;;
2821;1100;81;;;;;
2822;700;52;;;;;
2823;1100;63;;;;;
2824;800;73;;;;;
2825;1000;50;;;;;
2826;700;55;;;;;
2827;700;71;;;;;
2828;1100;63;;;;;
2829;1100;84;;;;;
2830;700;57;;;;;
2831;1200;60;;;;;
2832;700;51;;;;;
2833;900;64;;;;;
2834;900;59;;;;;
2835;3600;73;;;;;
2836;1200;65;;;;;
2837;1000;50;;;;;
2838;700;42;;;;;
2839;900;94;;;;;
2840;1100;63;;;;;
2841;900;83;;;;;
2842;800;69;;;;;
2843;800;65;;;;;
2844;2100;61;;;;;
2845;700;42;;;;;
2846;600;63;;;;;
2847;1200;67;;;;;
2848;800;61;;;;;
2849;800;79;;;;;
2850;800;67;;;;;
2851;1600;134;;;;;
2852;900;56;;;;;
2853;1300;82;;;;;
2854;1200;59;;;;;
2855;1000;58;;;;;
2856;600;59;;;;;
2857;900;48;;;;;
2858;600;67;;;;;
2859;1000;78;;;;;
2860;600;54;;;;;
2861;900;69;;;;;
2862;900;76;;;;;
2863;900;79;;;;;
2864;700;64;;;;;
2865;800;54;;;;;
2866;800;62;;;;;
2867;1000;60;;;;;
2868;900;69;;;;;
2869;900;73;;;;;
2870;1200;57;;;;;
2871;800;55;;;;;
2872;1000;64;;;;;
2873;800;59;;;;;
2874;600;44;;;;;
2875;900;60;;;;;
2876;900;57;;;;;
2877;800;56;;;;;
2878;900;48;;;;;
2879;1100;108;;;;;
2880;1000;73;;;;;
2881;900;71;;;;;
2882;1200;99;;;;;
2883;800;63;;;;;
2884;1000;79;;;;;
2885;800;72;;;;;
2886;900;48;;;;;
2887;1000;91;;;;;
2888;1100;54;;;;;
2889;1000;61;;;;;
2890;700;54;;;;;
2891;1000;66;;;;;
2892;900;72;;;;;
2893;800;60;;;;;
2894;1100;84;;;;;
2895;1100;118;;;;;
2896;800;44;;;;;
2897;1000;63;;;;;
2898;4100;65;;;;;
2899;1000;104;;;;;
2900;800;66;;;;;
2901;1300;78;;;;;
2902;1100;55;;;;;
2903;900;58;;;;;
2904;1200;78;;;;;
2905;900;72;;;;;
2906;1300;98;;;;;
2907;1000;58;;;;;
2908;700;61;;;;;
2909;800;72;;;;;
2910;800;57;;;;;
2911;1300;55;;;;;
2912;900;61;;;;;
2913;1200;86;;;;;
2914;900;90;;;;;
2915;800;56;;;;;
2916;900;72;;;;;
2917;1300;56;;;;;
2918;800;55;;;;;
2919;700;67;;;;;
2920;1400;60;;;;;
2921;700;50;;;;;
2922;1000;54;;;;;
2923;800;81;;;;;
2924;900;71;;;;;
2925;1000;72;;;;;
2926;900;81;;;;;
2927;1400;108;;;;;
2928;900;96;;;;;
2929;900;70;;;;;
2930;1300;81;;;;;
2931;900;50;;;;;
2932;1300;50;;;;;
2933;800;57;;;;;
2934;500;51;;;;;
2935;1000;73;;;;;
2936;800;48;;;;;
2937;900;50;;;;;
2938;700;78;;;;;
2939;800;62;;;;;
2940;900;104;;;;;
2941;1000;50;;;;;
2942;700;50;;;;;
2943;1200;56;;;;;
2944;700;48;;;;;
2945;1300;112;;;;;
2946;8900;65;;;;;
2947;1100;60;;;;;
2948;800;65;;;;;
2949;700;61;;;;;
2950;700;42;;;;;
2951;900;48;;;;;
2952;1000;84;;;;;
2953;900;48;;;;;
2954;700;61;;;;;
2955;1000;54;;;;;
2956;1200;91;;;;;
2957;800;54;;;;;
2958;1000;87;;;;;
2959;1200;42;;;;;
2960;1200;90;;;;;
2961;800;61;;;;;
2962;900;58;;;;;
2963;1000;60;;;;;
2964;1000;82;;;;;
2965;800;76;;;;;
2966;1100;48;;;;;
2967;500;48;;;;;
2968;900;59;;;;;
2969;800;61;;;;;
2970;800;56;;;;;
2971;800;61;;;;;
2972;800;74;;;;;
2973;900;52;;;;;
2974;700;57;;;;;
2975;1100;87;;;;;
2976;1200;91;;;;;
2977;800;83;;;;;
2978;2200;93;;;;;
2979;900;58;;;;;
2980;1200;60;;;;;
2981;800;44;;;;;
2982;900;72;;;;;
2983;1000;67;;;;;
2984;800;56;;;;;
2985;1100;79;;;;;
2986;900;68;;;;;
2987;900;59;;;;;
2988;800;56;;;;;
2989;1400;152;;;;;
2990;1200;79;;;;;
2991;1000;52;;;;;
2992;1100;85;;;;;
2993;1600;99;;;;;
2994;900;71;;;;;
2995;800;44;;;;;
2996;900;70;;;;;
2997;1100;63;;;;;
2998;1600;91;;;;;
2999;1200;81;;;;;
3000;600;82;;;;;
3001;1300;67;;;;;
3002;2100;61;;;;;
3003;1100;73;;;;;
3004;1400;115;;;;;
3005;1100;61;;;;;
3006;1000;48;;;;;
3007;1500;57;;;;;
3008;1200;62;;;;;
3009;1500;71;;;;;
3010;1000;61;;;;;
3011;900;54;;;;;
3012;900;59;;;;;
3013;900;57;;;;;
3014;1000;59;;;;;
3015;1000;67;;;;;
3016;900;67;;;;;
3017;900;69;;;;;
3018;1200;62;;;;;
3019;1600;81;;;;;
3020;900;72;;;;;
3021;1000;84;;;;;
3022;700;54;;;;;
3023;1100;60;;;;;
3024;800;55;;;;;
3025;1200;48;;;;;
3026;1200;75;;;;;
3027;1000;57;;;;;
3028;1300;57;;;;;
3029;800;54;;;;;
3030;900;57;;;;;
3031;1200;79;;;;;
3032;1000;59;;;;;
3033;700;58;;;;;
3034;1000;75;;;;;
3035;900;53;;;;;
3036;1100;86;;;;;
3037;1100;64;;;;;
3038;900;82;;;;;
3039;900;48;;;;;
3040;1000;60;;;;;
3041;1100;59;;;;;
3042;700;63;;;;;
3043;1100;64;;;;;
3044;800;57;;;;;
3045;1100;67;;;;;
3046;1200;50;;;;;
3047;900;48;;;;;
3048;1200;74;;;;;
3049;900;57;;;;;
3050;1300;66;;;;;
3051;1400;109;;;;;
3052;900;61;;;;;
3053;1000;62;;;;;
3054;1200;55;;;;;
3055;900;59;;;;;
3056;1500;108;;;;;
3057;2000;65;;;;;
3058;1200;50;;;;;
3059;1200;74;;;;;
3060;800;53;;;;;
3061;800;57;;;;;
3062;1100;62;;;;;
3063;900;44;;;;;
3064;1600;74;;;;;
3065;1000;81;;;;;
3066;800;59;;;;;
3067;1000;68;;;;;
3068;1400;71;;;;;
3069;1200;77;;;;;
3070;1000;69;;;;;
3071;1600;111;;;;;
3072;1200;61;;;;;
3073;1300;105;;;;;
3074;1000;72;;;;;
3075;900;46;;;;;
3076;1300;123;;;;;
3077;1200;72;;;;;
3078;1500;90;;;;;
3079;800;74;;;;;
3080;1000;65;;;;;
3081;1000;61;;;;;
3082;1300;61;;;;;
3083;1200;52;;;;;
3084;900;44;;;;;
3085;1000;56;;;;;
3086;1400;81;;;;;
3087;1100;54;;;;;
3088;800;54;;;;;
3089;2500;73;;;;;
3090;900;52;;;;;
3091;1100;63;;;;;
3092;1200;84;;;;;
3093;800;61;;;;;
3094;1600;110;;;;;
3095;900;58;;;;;
3096;1100;67;;;;;
3097;1200;56;;;;;
3098;900;44;;;;;
3099;1200;78;;;;;
3100;1000;48;;;;;
3101;2600;52;;;;;
3102;1200;54;;;;;
3103;1200;79;;;;;
3104;1000;71;;;;;
3105;1000;61;;;;;
3106;1200;88;;;;;
3107;800;55;;;;;
3108;1200;48;;;;;
3109;1000;57;;;;;
3110;1000;57;;;;;
3111;1100;66;;;;;
3112;1200;69;;;;;
3113;800;50;;;;;
3114;1400;110;;;;;
3115;900;51;;;;;
3116;900;64;;;;;
3117;1100;46;;;;;
3118;1500;85;;;;;
3119;1200;52;;;;;
3120;1500;90;;;;;
3121;1000;81;;;;;
3122;1000;56;;;;;
3123;900;63;;;;;
3124;1200;70;;;;;
3125;800;85;;;;;
3126;1100;91;;;;;
3127;1000;54;;;;;
3128;1000;76;;;;;
3129;1300;59;;;;;
3130;1100;79;;;;;
3131;1300;57;;;;;
3132;1000;61;;;;;
3133;1400;75;;;;;
3134;1200;106;;;;;
3135;1100;55;;;;;
3136;1200;104;;;;;
3137;1600;61;;;;;
3138;900;50;;;;;
3139;1600;61;;;;;
3140;900;80;;;;;
3141;1000;60;;;;;
3142;1000;62;;;;;
3143;1200;61;;;;;
3144;1200;85;;;;;
3145;1000;63;;;;;
3146;1000;67;;;;;
3147;1300;88;;;;;
3148;800;70;;;;;
3149;800;58;;;;;
3150;800;63;;;;;
3151;1000;57;;;;;
3152;1200;54;;;;;
3153;800;49;;;;;
3154;1200;62;;;;;
3155;1000;68;;;;;
3156;900;73;;;;;
3157;900;73;;;;;
3158;900;54;;;;;
3159;1100;79;;;;;
3160;900;48;;;;;
3161;1500;67;;;;;
3162;1000;68;;;;;
3163;1200;72;;;;;
3164;1000;65;;;;;
3165;1200;63;;;;;
3166;900;91;;;;;
3167;800;57;;;;;
3168;1600;50;;;;;
3169;900;61;;;;;
3170;1200;54;;;;;
3171;1000;50;;;;;
3172;800;60;;;;;
3173;1400;54;;;;;
3174;900;60;;;;;
3175;1300;82;;;;;
3176;1400;96;;;;;
3177;1200;82;;;;;
3178;800;46;;;;;
3179;1000;54;;;;;
3180;900;79;;;;;
3181;1200;57;;;;;
3182;1000;53;;;;;
3183;1000;69;;;;;
3184;800;55;;;;;
3185;900;79;;;;;
3186;900;50;;;;;
3187;1400;101;;;;;
3188;1200;89;;;;;
3189;800;57;;;;;
3190;1000;62;;;;;
3191;1000;60;;;;;
3192;700;56;;;;;
3193;1500;82;;;;;
3194;1200;60;;;;;
3195;900;53;;;;;
3196;1100;70;;;;;
3197;900;55;;;;;
3198;1000;72;;;;;
3199;1100;63;;;;;
3200;1000;67;;;;;
3201;1000;61;;;;;
3202;1300;58;;;;;
3203;900;56;;;;;
3204;1000;50;;;;;
3205;800;51;;;;;
3206;1700;118;;;;;
3207;1000;67;;;;;
3208;2200;83;;;;;
3209;1300;102;;;;;
3210;1100;63;;;;;
3211;1400;88;;;;;
3212;1400;62;;;;;
3213;1100;78;;;;;
3214;700;56;;;;;
3215;900;61;;;;;
3216;1800;63;;;;;
3217;1200;118;;;;;
3218;1100;64;;;;;
3219;1100;72;;;;;
3220;900;54;;;;;
3221;900;54;;;;;
3222;1000;58;;;;;
3223;1100;63;;;;;
3224;1100;83;;;;;
3225;1300;87;;;;;
3226;1200;91;;;;;
3227;800;68;;;;;
3228;900;50;;;;;
3229;1200;84;;;;;
3230;1300;89;;;;;
3231;1500;95;;;;;
3232;1100;72;;;;;
3233;1000;56;;;;;
3234;900;55;;;;;
3235;1000;71;;;;;
3236;2000;132;;;;;
3237;1100;104;;;;;
3238;900;63;;;;;
3239;1200;103;;;;;
3240;1400;89;;;;;
3241;900;52;;;;;
3242;800;54;;;;;
3243;900;70;;;;;
3244;800;71;;;;;
3245;1000;57;;;;;
3246;900;58;;;;;
3247;1400;58;;;;;
3248;900;61;;;;;
3249;1100;57;;;;;
3250;1000;56;;;;;
3251;800;53;;;;;
3252;1700;86;;;;;
3253;1000;100;;;;;
3254;1000;54;;;;;
3255;1100;86;;;;;
3256;1200;78;;;;;
3257;1200;56;;;;;
3258;1300;62;;;;;
3259;800;67;;;;;
3260;1000;74;;;;;
3261;1000;44;;;;;
3262;1200;73;;;;;
3263;900;67;;;;;
3264;900;71;;;;;
3265;800;48;;;;;
3266;1400;76;;;;;
3267;1000;73;;;;;
3268;1100;87;;;;;
3269;1100;66;;;;;
3270;900;74;;;;;
3271;1200;82;;;;;
3272;1000;70;;;;;
3273;700;48;;;;;
3274;1100;63;;;;;
3275;900;54;;;;;
3276;1200;59;;;;;
3277;700;80;;;;;
3278;1100;54;;;;;
3279;800;42;;;;;
3280;1100;56;;;;;
3281;1000;83;;;;;
3282;1100;67;;;;;
3283;700;50;;;;;
3284;1100;61;;;;;
3285;900;65;;;;;
3286;1000;51;;;;;
3287;1000;50;;;;;
3288;900;58;;;;;
3289;1100;61;;;;;
3290;1100;66;;;;;
3291;1200;58;;;;;
3292;700;53;;;;;
3293;1500;104;;;;;
3294;1000;70;;;;;
3295;1700;54;;;;;
3296;1100;81;;;;;
3297;1200;67;;;;;
3298;1200;70;;;;;
3299;1100;78;;;;;
3300;1000;70;;;;;
3301;1300;56;;;;;
3302;1400;104;;;;;
3303;1200;55;;;;;
3304;800;60;;;;;
3305;1600;72;;;;;
3306;1000;62;;;;;
3307;1000;56;;;;;
3308;800;54;;;;;
3309;900;56;;;;;
3310;1300;81;;;;;
3311;1100;52;;;;;
3312;800;66;;;;;
3313;1000;69;;;;;
3314;700;48;;;;;
3315;1600;62;;;;;
3316;800;82;;;;;
3317;1100;82;;;;;
3318;900;60;;;;;
3319;800;85;;;;;
3320;1200;73;;;;;
3321;900;73;;;;;
3322;1300;74;;;;;
3323;1000;52;;;;;
3324;1300;69;;;;;
3325;1200;52;;;;;
3326;1200;65;;;;;
3327;1700;88;;;;;
3328;700;62;;;;;
3329;1100;90;;;;;
3330;1000;81;;;;;
3331;1200;110;;;;;
3332;1000;69;;;;;
3333;1300;71;;;;;
3334;1100;72;;;;;
3335;1400;69;;;;;
3336;1200;78;;;;;
3337;1000;61;;;;;
3338;1300;99;;;;;
3339;1000;104;;;;;
3340;1300;57;;;;;
3341;900;69;;;;;
3342;1300;58;;;;;
3343;1600;107;;;;;
3344;1400;72;;;;;
3345;1000;67;;;;;
3346;800;55;;;;;
3347;1000;60;;;;;
3348;1000;56;;;;;
3349;1100;57;;;;;
3350;1200;85;;;;;
3351;1300;67;;;;;
3352;1400;64;;;;;
3353;1300;74;;;;;
3354;1400;87;;;;;
3355;900;96;;;;;
3356;1000;50;;;;;
3357;800;50;;;;;
3358;1000;52;;;;;
3359;1200;93;;;;;
3360;1300;56;;;;;
3361;1400;117;;;;;
3362;1100;66;;;;;
3363;1000;61;;;;;
3364;1200;56;;;;;
3365;700;48;;;;;
3366;1100;55;;;;;
3367;900;62;;;;;
3368;1300;78;;;;;
3369;900;54;;;;;
3370;1200;90;;;;;
3371;2300;84;;;;;
3372;1100;69;;;;;
3373;1900;57;;;;;
3374;1000;61;;;;;
3375;1400;67;;;;;
3376;1200;62;;;;;
3377;1600;112;;;;;
3378;800;50;;;;;
3379;700;84;;;;;
3380;1400;65;;;;;
3381;700;67;;;;;
3382;800;59;;;;;
3383;1200;77;;;;;
3384;1100;72;;;;;
3385;900;59;;;;;
3386;1300;57;;;;;
3387;1000;54;;;;;
3388;1300;71;;;;;
3389;1200;66;;;;;
3390;900;62;;;;;
3391;1100;70;;;;;
3392;1100;72;;;;;
3393;1100;57;;;;;
3394;800;50;;;;;
3395;1200;81;;;;;
3396;900;46;;;;;
3397;1000;62;;;;;
3398;1200;72;;;;;
3399;1200;58;;;;;
3400;2500;103;;;;;
3401;1100;59;;;;;
3402;800;63;;;;;
3403;1200;77;;;;;
3404;1500;90;;;;;
3405;1000;75;;;;;
3406;1500;61;;;;;
3407;1100;63;;;;;
3408;1200;66;;;;;
3409;800;61;;;;;
3410;1100;60;;;;;
3411;1200;75;;;;;
3412;1100;62;;;;;
3413;1000;62;;;;;
3414;1200;73;;;;;
3415;900;57;;;;;
3416;1300;89;;;;;
3417;1200;90;;;;;
3418;1100;76;;;;;
3419;1400;82;;;;;
3420;1700;70;;;;;
3421;1100;62;;;;;
3422;2100;83;;;;;
3423;1300;63;;;;;
3424;900;55;;;;;
3425;1000;60;;;;;
3426;1300;55;;;;;
3427;1100;56;;;;;
3428;1300;80;;;;;
3429;900;50;;;;;
3430;1100;54;;;;;
3431;1000;69;;;;;
3432;1200;56;;;;;
3433;1200;57;;;;;
3434;1100;65;;;;;
3435;1100;93;;;;;
3436;1200;57;;;;;
3437;900;63;;;;;
3438;800;65;;;;;
3439;1400;102;;;;;
3440;700;50;;;;;
3441;800;60;;;;;
3442;1400;81;;;;;
3443;800;64;;;;;
3444;1000;62;;;;;
3445;1000;57;;;;;
3446;1300;74;;;;;
3447;1300;78;;;;;
3448;1300;50;;;;;
3449;1000;48;;;;;
3450;1200;72;;;;;
3451;2000;44;;;;;
3452;1200;85;;;;;
3453;1900;90;;;;;
3454;1100;56;;;;;
3455;1700;62;;;;;
3456;1500;92;;;;;
3457;1000;72;;;;;
3458;1400;76;;;;;
3459;1000;62;;;;;
3460;1100;56;;;;;
3461;1600;90;;;;;
3462;900;68;;;;;
3463;4900;67;;;;;
3464;1100;85;;;;;
3465;1100;69;;;;;
3466;1000;61;;;;;
3467;1000;61;;;;;
3468;1000;55;;;;;
3469;1300;75;;;;;
3470;1000;46;;;;;
3471;1100;53;;;;;
3472;1200;69;;;;;
3473;800;51;;;;;
3474;1000;79;;;;;
3475;1400;73;;;;;
3476;1100;60;;;;;
3477;900;55;;;;;
3478;1300;60;;;;;
3479;1100;71;;;;;
3480;1200;67;;;;;
3481;1100;82;;;;;
3482;1100;62;;;;;
3483;1400;85;;;;;
3484;1000;54;;;;;
3485;1200;70;;;;;
3486;900;67;;;;;
3487;900;57;;;;;
3488;900;50;;;;;
3489;1100;57;;;;;
3490;1400;77;;;;;
3491;1100;63;;;;;
3492;1000;50;;;;;
3493;800;56;;;;;
3494;1200;54;;;;;
3495;1400;62;;;;;
3496;800;57;;;;;
3497;1300;76;;;;;
3498;800;55;;;;;
3499;1200;61;;;;;
3500;900;60;;;;;
3501;1800;125;;;;;
3502;700;57;;;;;
3503;900;57;;;;;
3504;900;53;;;;;
3505;800;86;;;;;
3506;1100;64;;;;;
3507;1600;187;;;;;
3508;600;57;;;;;
3509;1100;84;;;;;
3510;1100;78;;;;;
3511;1300;72;;;;;
3512;1000;91;;;;;
3513;1200;50;;;;;
3514;800;57;;;;;
3515;1400;61;;;;;
3516;1300;89;;;;;
3517;1200;61;;;;;
3518;1400;57;;;;;
3519;1300;72;;;;;
3520;1500;60;;;;;
3521;1300;63;;;;;
3522;1300;66;;;;;
3523;700;54;;;;;
3524;900;57;;;;;
3525;1100;59;;;;;
3526;1200;56;;;;;
3527;1000;50;;;;;
3528;900;69;;;;;
3529;1100;51;;;;;
3530;2400;79;;;;;
3531;1200;60;;;;;
3532;1100;59;;;;;
3533;1300;86;;;;;
3534;900;57;;;;;
3535;1300;74;;;;;
3536;1100;54;;;;;
3537;1200;69;;;;;
3538;1100;61;;;;;
3539;1300;80;;;;;
3540;1100;64;;;;;
3541;1000;56;;;;;
3542;1000;57;;;;;
3543;2900;61;;;;;
3544;1600;132;;;;;
3545;1100;61;;;;;
3546;1300;57;;;;;
3547;900;60;;;;;
3548;2000;92;;;;;
3549;1200;70;;;;;
3550;1400;71;;;;;
3551;1200;71;;;;;
3552;1000;52;;;;;
3553;1500;128;;;;;
3554;800;52;;;;;
3555;1100;55;;;;;
3556;1100;87;;;;;
3557;1400;87;;;;;
3558;1100;58;;;;;
3559;1200;55;;;;;
3560;1000;55;;;;;
3561;700;68;;;;;
3562;1300;61;;;;;
3563;1200;58;;;;;
3564;800;50;;;;;
3565;1200;81;;;;;
3566;1000;81;;;;;
3567;1300;56;;;;;
3568;1100;64;;;;;
3569;1100;66;;;;;
3570;900;80;;;;;
3571;1300;82;;;;;
3572;1200;102;;;;;
3573;1000;48;;;;;
3574;1300;80;;;;;
3575;1600;73;;;;;
3576;1200;65;;;;;
3577;1500;71;;;;;
3578;1300;130;;;;;
3579;800;59;;;;;
3580;1200;67;;;;;
3581;1200;90;;;;;
3582;1100;61;;;;;
3583;1000;56;;;;;
3584;900;61;;;;;
3585;1000;50;;;;;
3586;800;64;;;;;
3587;900;52;;;;;
3588;1300;119;;;;;
3589;1400;65;;;;;
3590;1100;78;;;;;
3591;1400;88;;;;;
3592;1000;53;;;;;
3593;1100;56;;;;;
3594;1200;76;;;;;
3595;1100;63;;;;;
3596;1400;69;;;;;
3597;1100;57;;;;;
3598;1100;63;;;;;
3599;1400;78;;;;;
3600;1200;76;;;;;
3601;800;59;;;;;
3602;1100;60;;;;;
3603;800;48;;;;;
3604;900;56;;;;;
3605;1300;61;;;;;
3606;1100;55;;;;;
3607;2400;66;;;;;
3608;16800;67;;;;;
3609;3300;54;;;;;
3610;3700;57;;;;;
3611;6100;73;;;;;
3612;900;69;;;;;
3613;800;67;;;;;
3614;800;54;;;;;
3615;600;46;;;;;
3616;800;56;;;;;
3617;1400;61;;;;;
3618;1400;60;;;;;
3619;800;50;;;;;
3620;1100;69;;;;;
3621;900;57;;;;;
3622;4800;63;;;;;
3623;8700;99;;;;;
3624;1100;60;;;;;
3625;1100;89;;;;;
3626;3900;76;;;;;
3627;900;52;;;;;
3628;3800;53;;;;;
3629;1600;98;;;;;
3630;900;61;;;;;
3631;900;61;;;;;
3632;1000;53;;;;;
3633;1100;63;;;;;
3634;800;56;;;;;
3635;900;56;;;;;
3636;800;57;;;;;
3637;900;57;;;;;
3638;1100;67;;;;;
3639;1000;63;;;;;
3640;1000;69;;;;;
3641;800;59;;;;;
3642;1000;84;;;;;
3643;900;69;;;;;
3644;800;56;;;;;
3645;500;79;;;;;
3646;800;72;;;;;
3647;1400;79;;;;;
3648;800;57;;;;;
3649;800;60;;;;;
3650;500;50;;;;;
3651;800;57;;;;;
3652;900;85;;;;;
3653;700;57;;;;;
3654;600;50;;;;;
3655;600;60;;;;;
3656;1300;76;;;;;
3657;800;78;;;;;
3658;1400;56;;;;;
3659;900;79;;;;;
3660;1000;63;;;;;
3661;800;81;;;;;
3662;700;63;;;;;
3663;1400;66;;;;;
3664;1100;71;;;;;
3665;1400;107;;;;;
3666;1000;72;;;;;
3667;800;52;;;;;
3668;1100;85;;;;;
3669;1300;89;;;;;
3670;1000;60;;;;;
3671;1200;65;;;;;
3672;800;54;;;;;
3673;900;63;;;;;
3674;800;67;;;;;
3675;1500;62;;;;;
3676;900;46;;;;;
3677;900;73;;;;;
3678;800;93;;;;;
3679;700;62;;;;;
3680;1600;88;;;;;
3681;1100;67;;;;;
3682;1100;69;;;;;
3683;900;86;;;;;
3684;500;63;;;;;
3685;700;61;;;;;
3686;1000;116;;;;;
3687;1100;55;;;;;
3688;700;49;;;;;
3689;600;65;;;;;
3690;800;87;;;;;
3691;800;66;;;;;
3692;1000;73;;;;;
3693;600;57;;;;;
3694;800;62;;;;;
3695;700;63;;;;;
3696;800;80;;;;;
3697;1000;101;;;;;
3698;900;69;;;;;
3699;900;50;;;;;
3700;900;55;;;;;
3701;800;83;;;;;
3702;500;56;;;;;
3703;900;72;;;;;
3704;1000;67;;;;;
3705;700;48;;;;;
3706;1300;79;;;;;
3707;1000;73;;;;;
3708;1200;93;;;;;
3709;1100;60;;;;;
3710;500;50;;;;;
3711;800;54;;;;;
3712;1700;92;;;;;
3713;500;65;;;;;
3714;900;74;;;;;
3715;600;51;;;;;
3716;700;57;;;;;
3717;600;46;;;;;
3718;800;61;;;;;
3719;700;60;;;;;
3720;500;55;;;;;
3721;800;50;;;;;
3722;1100;67;;;;;
3723;800;46;;;;;
3724;500;44;;;;;
3725;900;67;;;;;
3726;800;50;;;;;
3727;1200;55;;;;;
3728;800;69;;;;;
3729;800;61;;;;;
3730;600;46;;;;;
3731;1400;114;;;;;
3732;1100;80;;;;;
3733;800;54;;;;;
3734;1100;85;;;;;
3735;600;79;;;;;
3736;900;65;;;;;
3737;1100;111;;;;;
3738;700;54;;;;;
3739;1000;54;;;;;
3740;700;56;;;;;
3741;1000;90;;;;;
3742;1100;85;;;;;
3743;1200;82;;;;;
3744;1000;78;;;;;
3745;800;50;;;;;
3746;600;48;;;;;
3747;800;50;;;;;
3748;700;55;;;;;
3749;1100;78;;;;;
3750;1300;134;;;;;
3751;800;65;;;;;
3752;1000;84;;;;;
3753;1000;101;;;;;
3754;700;57;;;;;
3755;1000;101;;;;;
3756;1400;98;;;;;
3757;700;44;;;;;
3758;800;103;;;;;
3759;900;90;;;;;
3760;700;61;;;;;
3761;1300;76;;;;;
3762;900;73;;;;;
3763;1000;69;;;;;
3764;600;72;;;;;
3765;1200;111;;;;;
3766;700;52;;;;;
3767;1100;78;;;;;
3768;400;60;;;;;
3769;900;103;;;;;
3770;800;56;;;;;
3771;1100;62;;;;;
3772;600;67;;;;;
3773;800;121;;;;;
3774;500;57;;;;;
3775;1000;67;;;;;
3776;1100;65;;;;;
3777;900;67;;;;;
3778;700;71;;;;;
3779;1000;70;;;;;
3780;600;84;;;;;
3781;1100;122;;;;;
3782;800;64;;;;;
3783;600;62;;;;;
3784;900;91;;;;;
3785;800;70;;;;;
3786;1000;46;;;;;
3787;700;62;;;;;
3788;900;57;;;;;
3789;700;44;;;;;
3790;1100;67;;;;;
3791;900;75;;;;;
3792;800;70;;;;;
3793;700;54;;;;;
3794;1000;66;;;;;
3795;500;63;;;;;
3796;700;66;;;;;
3797;800;65;;;;;
3798;800;71;;;;;
3799;800;65;;;;;
3800;1000;96;;;;;
3801;800;57;;;;;
3802;900;62;;;;;
3803;900;66;;;;;
3804;1200;83;;;;;
3805;600;80;;;;;
3806;600;61;;;;;
3807;900;56;;;;;
3808;800;52;;;;;
3809;1300;112;;;;;
3810;800;56;;;;;
3811;1000;61;;;;;
3812;800;83;;;;;
3813;1200;106;;;;;
3814;1000;80;;;;;
3815;1100;87;;;;;
3816;900;82;;;;;
3817;900;72;;;;;
3818;900;86;;;;;
3819;1300;67;;;;;
3820;800;71;;;;;
3821;1200;72;;;;;
3822;700;60;;;;;
3823;1100;66;;;;;
3824;1100;85;;;;;
3825;1100;67;;;;;
3826;800;81;;;;;
3827;1500;118;;;;;
3828;600;48;;;;;
3829;1100;96;;;;;
3830;1200;82;;;;;
